# Tile map, in 48 20x15 screens, and spillover into 15 partial screens
# Start screen is in upper left corner. First tiles of each row are 256 bytes apart
# Each tile takes up two bytes in the map
#
# Screen map (screen index:starting VRAM address[:size, def=20x15]):
#  0:4000  1:4028  2:4050  3:4078  4:40A0  5:40CB  6:40F0:8x15
#  7:4F00  8:4F28  9:4F50 10:4F78 11:4FA0 12:4FCB 13:4FF0:8x15
# 14:5E00 15:5E28 16:5E50 17:5E78 18:5EA0 19:5ECB 20:5EF0:8x15
# 21:6D00 22:6D28 23:6D50 24:6D78 25:6DA0 26:6DCB 27:6DF0:8x15
# 28:7C00 29:7C28 30:7C50 31:7C78 32:7CA0 33:7CCB 34:7CF0:8x15
# 35:8B00 36:8B28 37:8B50 38:8B78 39:8BA0 40:8BCB 41:8BF0:8x15
# 42:9A00 43:9A28 44:9A50 45:9A78 46:9AA0 47:9ACB 48:9AF0:8x15
# 49:A900 50:A928 51:A950 52:A978 53:A9A0 54:A9CB 55:A9F0:8x15
# (Screens 56-61 are all 20x8)
# 56:B800 57:A928 58:A950 59:A978 60:A9A0 61:A9CB 62:A9F0:8x8
#
# Level 1: 4000                                                                                      Level 9: 4028                                                                                        Level 17: 4050                                                                                       Level 25: 4078                                                                                       Level 33: 40A0                                                                                       Level 41: 40C8                                                                                       Overflow:40F0
0000 c000 c100 c200 c300 c400 c500 0000 0000 0000 0000 0000 0000 6000 6100 6200 6300 6400 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000
0000 c600 c700 c800 c900 ca00 cb00 0000 0000 6500 6600 0000 6700 6800 6900 6a00 6b00 6c00 0000 0000  5300 5000 4500 4300 4900 4100 4c00 0000 5400 4800 4100 4e00 4b00 5300 3a00 0000 41b0 4eb0 44b0 52b0  45b0 57b0 0000 43b0 2eb0 0000 59b0 4fb0 55b0 4eb0 47b0 0000 1000 0000 4590 5690 4c90 5490 4890 4590  4390 4190 5490 0000
0000 cc00 cd00 ce00 cf00 d000 d100 0000 6d00 6e00 6f00 7000 7100 7200 7300 7400 7500 7600 0000 0000  42a0 45a0 4ea0 0000 53a0 50a0 45a0 41a0 4ba0 4da0 4fa0 4ea0 0000 1900 0000 42c0 52c0 55c0 43c0 45c0  0000 48c0 4fc0 55c0 4cc0 54c0 0000 2000 0000 44d0 41d0 56d0 49d0 44d0 0000 53d0 4ed0 4fd0 50d0 45d0  4bd0 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 7700 7800 7900 7a00 7b00 7c00 7d00 7e00 0000 0000 0000  4390 4890 5290 4990 5390 5490 4990 4190 4e90 0000 5390 4390 4890 4f90 4c90 5a90 0000 1a00 0000 45a0  4ca0 45a0 43a0 54a0 52a0 4fa0 4ea0 0000 53a0 54a0 41a0 52a0 0000 43a0 4fa0 4ca0 4ca0 41a0 50a0 53a0  45a0 0000 0000 0000
0000 0000 0000 0000 0000 0000 7f00 8000 8100 8200 8300 8400 8500 8600 8700 8800 8900 8a00 0000 0000  45b0 52b0 49b0 43b0 0000 46b0 4cb0 4fb0 45b0 48b0 52b0 0000 1f00 0000 45c0 52c0 49c0 4bc0 0000 44c0  41c0 4ec0 53c0 42c0 4fc0 0000 9500 0000 4a00 4900 4d00 4d00 5900 0000 4400 4100 4e00 5300 4200 4f00  0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 8b00 8c00 8d00 8e00 8f00 9000 9100 9200 9300 9400 9400 9600 0000 0000  4c90 4590 4f90 0000 5090 4190 4590 5390 4590 4e90 0000 9500 0000 4db0 49b0 43b0 48b0 41b0 45b0 4cb0  0000 4db0 43b0 44b0 4fb0 4eb0 4eb0 45b0 4cb0 4cb0 0000 d300 0000 52c0 4fc0 42c0 0000 50c0 52c0 4fc0  55c0 53c0 45c0 0000
0000 1b00 1c00 1d00 1e00 0000 0000 0000 0000 9700 9800 9900 9a00 9b00 9c00 9d00 9e00 9f00 0000 0000  50d0 41d0 55d0 4cd0 0000 42d0 41d0 52d0 52d0 49d0 43d0 4bd0 0000 1100 0000 5200 4f00 4200 4500 5200  5400 0000 5700 4500 5300 5400 0000 0f00 0000 5390 4390 4f90 5490 5490 0000 5290 4f90 4290 4990 5390  4f90 4e90 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 a000 a100 a200 a300 a400 a500 a600 a700 a800 0000 0000 0000  53c0 45c0 41c0 4ec0 0000 50c0 2ec0 0000 48c0 41c0 52c0 52c0 49c0 4ec0 47c0 54c0 4fc0 4ec0 0000 1004  0000 53b0 45b0 56b0 45b0 4ab0 0000 1900 0000 53a0 4fa0 4ea0 4fa0 46a0 48a0 45a0 4ea0 52a0 59a0 0000  0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 a900 aa00 ab00 ac00 ad00 ae00 0000 0000 0000 0000 0000 0000 0000 0000  5390 4f90 4890 4c90 0000 1a00 0000 5300 5400 4500 5000 4800 4500 4e00 0000 4100 2e00 0000 4700 4f00  5300 5300 0000 1f00 0000 54d0 49d0 4dd0 0000 42d0 55d0 43d0 48d0 41d0 4cd0 4bd0 41d0 0000 0000 0000  0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 af00 b000 b100 0000 b200 b300 0000 0000 0000 0000 0000 0000 0000 0000  54a0 52a0 41a0 53a0 48a0 48a0 45a0 41a0 50a0 0000 2000 0000 56b0 49b0 4eb0 43b0 45b0 0000 56b0 41b0  4cb0 45b0 4eb0 54b0 49b0 0000 d200 0000 41c0 52c0 43c0 41c0 4ec0 47c0 45c0 4cc0 0000 4fc0 52c0 54c0  49c0 5ac0 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 b400 b500 b600 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000
0000 5b00 5c00 5d00 5e00 5f00 0000 0000 0000 0000 b700 b800 b900 0000 0000 0000 0000 0000 0000 0000  0000 0000 59b0 4fb0 55b0 0000 57b0 49b0 4eb0 21b0 0000 0000 0000 59a0 4fa0 55a0 0000 57a0 49a0 4ea0  21a0 0000 0000 0000 5990 4f90 5590 0000 5790 4990 4e90 2190 0000 0000 0000 5900 4f00 5500 0000 5700  4900 4e00 2100 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000
# Spare
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000  0000 0000 0000 0000
